STATE,STCNTY,COUNTYNAME,POP19,TAXFILERS,NUMDEP,NUMELDER,INCOME,NUMFARM,INCTAX,TEMPERATURE
NC,NC Clay County,Clay County,11231,4710,2280,1960,253647000,130,22935000,57.18913703
NC,NC Cleveland County,Cleveland County,97947,39560,26160,9680,1926806000,650,155151000,59.94007412
NC,NC Columbus County,Columbus County,55508,21020,14930,5500,937791000,580,70213000,62.71749703
NC,NC Craven County,Craven County,102139,45420,26850,13730,2655240000,170,247097000,62.69963918
NC,NC Cumberland County,Cumberland County,335509,113260,78510,22840,5521597000,250,466687000,58.04740022
NC,NC Currituck County,Currituck County,27763,12970,7340,3470,813092000,30,75786000,61.41336778
NC,NC Dare County,Dare County,37009,17330,7550,5710,1187645000,0,132008000,62.76781166
NC,NC Davidson County,Davidson County,167609,59070,37510,14020,2899875000,630,227183000,59.56417399
NC,NC Davie County,Davie County,42846,18560,10790,5600,1307348000,460,143984000,56.59210625
NC,NC Duplin County,Duplin County,58741,21870,17450,5280,949848000,760,66083000,61.55772134
NC,NC Durham County,Durham County,321488,137870,77690,29080,9836310000,220,1173328000,59.94317033
NC,NC Edgecombe County,Edgecombe County,51472,18770,14130,4770,733498000,120,51615000,60.57257692
NC,NC Forsyth County,Forsyth County,382295,180540,111000,46800,12208680000,700,1399915000,58.69502778
NC,NC Franklin County,Franklin County,69685,26230,17380,6270,1491263000,270,130595000,58.48361176
NC,NC Gaston County,Gaston County,224529,99680,63070,22230,5715747000,330,539489000,61.57957906
NC,NC Gates County,Gates County,11562,4590,2850,1280,233571000,50,17166000,59.74149955
NC,NC Graham County,Graham County,8441,3330,2240,950,148221000,70,9971000,56.86251477
NC,NC Granville County,Granville County,60443,21450,13850,5350,1155640000,360,98813000,59.88277486
NC,NC Greene County,Greene County,21069,6010,4490,1550,264088000,100,19274000,63.88974875
NC,NC Guilford County,Guilford County,537174,235890,147050,55890,15832926000,690,1867107000,56.50247078
NC,NC Halifax County,Halifax County,50010,21690,15110,5870,949552000,130,74591000,59.81365954
NC,NC Harnett County,Harnett County,135976,47160,37750,8510,2367734000,440,173715000,61.12820453
NC,NC Haywood County,Haywood County,62317,28170,13290,9280,1493960000,480,127481000,54.20032432
NC,NC Henderson County,Henderson County,117417,53840,26370,19620,3464502000,330,345786000,53.65183643
NC,NC Hertford County,Hertford County,23677,9450,6470,2600,407303000,60,30419000,59.96547377
NC,NC Hoke County,Hoke County,55234,17490,15140,2510,805278000,80,51465000,61.7021268
NC,NC Hyde County,Hyde County,4937,1310,870,430,53287000,0,3515000,64.08538947
NC,NC Iredell County,Iredell County,181806,81690,51600,19100,6267926000,930,800419000,57.93469935
NC,NC Jackson County,Jackson County,43938,18820,9540,5020,940585000,120,82234000,55.49931264
NC,NC Johnston County,Johnston County,209339,70670,52250,14720,4345443000,690,413880000,51.20354294
NC,NC Jones County,Jones County,9419,2430,1430,810,110414000,60,7711000,61.11826498
NC,NC Lee County,Lee County,61779,30300,21700,6670,1705787000,260,152849000,60.78030471
NC,NC Lenoir County,Lenoir County,55949,22960,15700,6140,1052324000,290,85140000,64.08815388
NC,NC Lincoln County,Lincoln County,86111,37240,22520,9540,2567610000,490,275752000,59.98796163
NC,NC Macon County,Macon County,35858,15180,7540,5610,878411000,190,80136000,55.42576155
NC,NC Madison County,Madison County,21755,9090,4550,2690,441003000,560,35028000,55.81996823
NC,NC Martin County,Martin County,22440,9720,6290,2950,424987000,240,30864000,61.28598113
NC,NC McDowell County,McDowell County,45756,18750,11000,4870,858294000,190,62205000,47.06115078
NC,NC Mecklenburg County,Mecklenburg County,1110356,514750,318070,90170,46141828000,440,6692970000,59.36890241
NC,NC Mitchell County,Mitchell County,14964,6020,3260,1850,284921000,170,20915000,48.19360548
NC,NC Montgomery County,Montgomery County,27173,10420,7550,2560,468295000,220,35532000,60.66434847
NC,NC Moore County,Moore County,100880,42350,24600,14500,3298221000,590,386047000,60.75247411
NC,NC Nash County,Nash County,94298,44410,29830,11580,2301597000,370,202731000,55.66901758
NC,NC New Hanover County,New Hanover County,234473,106810,51220,29560,8448992000,140,1092843000,63.0799162
NC,NC Northampton County,Northampton County,19483,7460,4670,2390,318778000,70,22362000,59.57650087
NC,NC Onslow County,Onslow County,197938,76670,52810,13870,3667184000,170,264965000,62.33097943
NC,NC Orange County,Orange County,148476,66140,36710,19000,7882462000,430,1214013000,59.94317033
NC,NC Pamlico County,Pamlico County,12726,4110,1820,1930,252639000,0,23462000,62.73719886
NC,NC Pasquotank County,Pasquotank County,39824,17180,10810,4610,828590000,90,64604000,61.41336778
NC,NC Pender County,Pender County,63060,23480,16050,6240,1422915000,180,129771000,63.0799162
NC,NC Perquimans County,Perquimans County,13463,5490,3010,2030,304722000,130,25451000,61.67016215
NC,NC Person County,Person County,39490,19940,11940,5600,1084404000,390,92039000,58.03545592
NC,NC Pitt County,Pitt County,180742,71960,47590,15520,4246064000,290,451503000,62.31873079
NC,NC Polk County,Polk County,20724,8800,3880,3740,565165000,140,55665000,60.61295652
NC,NC Randolph County,Randolph County,143667,64130,41460,15190,3124174000,1200,249956000,60.03412716
NC,NC Richmond County,Richmond County,44829,17180,12500,3730,682458000,120,45513000,61.48367369
NC,NC Robeson County,Robeson County,130625,45520,38560,8950,1783200000,690,121753000,62.33179866
NC,NC Rockingham County,Rockingham County,91010,40980,24810,11210,2019154000,660,161969000,58.26738899
NC,NC Rowan County,Rowan County,142088,54650,33970,13790,2913020000,680,258567000,59.83424714
NC,NC Rutherford County,Rutherford County,67029,27550,16640,7520,1308358000,490,100464000,60.16332666
NC,NC Sampson County,Sampson County,63531,32840,25720,7880,1548289000,970,125886000,61.54769798
NC,NC Scotland County,Scotland County,34823,12430,9570,3020,520028000,110,36916000,62.23649153
NC,NC Stanly County,Stanly County,62806,26220,15880,6800,1474148000,500,131581000,60.46336263
NC,NC Stokes County,Stokes County,45591,20370,11130,5880,1069631000,610,86577000,57.11193548
NC,NC Surry County,Surry County,71783,30810,18630,8220,1543405000,940,128910000,56.09785527
NC,NC Swain County,Swain County,14271,3910,2050,1160,174996000,60,13060000,55.32922849
NC,NC Transylvania County,Transylvania County,34385,14700,6400,6110,938765000,110,92579000,54.55089437
NC,NC Tyrrell County,Tyrrell County,4016,1510,1050,400,59447000,30,3942000,61.41336778
NC,NC Union County,Union County,239859,100200,81260,20550,9095769000,830,1216851000,61.26062953
NC,NC Vance County,Vance County,44535,18700,13820,4360,765060000,140,55210000,57.66619417
NC,NC Wake County,Wake County,1111761,532960,343030,107320,49549203000,1350,6602205000,61.28577851
NC,NC Warren County,Warren County,19731,6410,4290,1830,254380000,110,16761000,59.70648621
NC,NC Washington County,Washington County,11580,5020,3120,1690,213749000,110,15927000,62.132
NC,NC Watauga County,Watauga County,56177,21060,8800,6100,1333360000,430,139225000,48.57371242
NC,NC Wayne County,Wayne County,123131,50080,35150,11890,2413325000,440,196735000,61.79799795
NC,NC Wilkes County,Wilkes County,68412,25260,14780,6920,1263428000,590,104299000,56.86938421
NC,NC Wilson County,Wilson County,81801,34180,24420,8550,1748639000,180,158508000,61.5126
NC,NC Yadkin County,Yadkin County,37667,16700,9730,4650,866088000,750,66794000,56.93034239
NC,NC Yancey County,Yancey County,18069,7350,3840,2330,360277000,300,27181000,48.19360548
ND,ND Adams County,Adams County,2216,1000,460,390,63804000,170,5936000,44.3628846
ND,ND Barnes County,Barnes County,10415,4940,2480,1640,322021000,500,29262000,41.70890125
ND,ND Benson County,Benson County,6832,1270,940,410,74685000,240,6108000,39.91234958
ND,ND Billings County,Billings County,928,180,50,50,12386000,30,1378000,42.44193733
ND,ND Bottineau County,Bottineau County,6282,2810,1410,1020,202191000,490,20462000,39.15381748
ND,ND Bowman County,Bowman County,3024,1510,830,550,112531000,340,11765000,42.88784196
ND,ND Burke County,Burke County,2115,960,540,300,78669000,220,8482000,39.37150968
ND,ND Burleigh County,Burleigh County,95626,45000,24620,11820,3629826000,1100,426610000,42.58024482
ND,ND Cass County,Cass County,181923,86810,45100,17410,6599905000,1130,769421000,41.20765149
ND,ND Cavalier County,Cavalier County,3762,1380,750,530,110373000,360,11196000,38.19844041
ND,ND Dickey County,Dickey County,4872,2200,1270,730,142177000,340,12656000,42.014
ND,ND Divide County,Divide County,2264,790,470,280,56822000,120,5386000,40.28745987
ND,ND Dunn County,Dunn County,4424,1790,1320,410,197685000,370,31730000,42.62330366
ND,ND Eddy County,Eddy County,2287,1220,660,430,74417000,210,6506000,40.13684765
ND,ND Emmons County,Emmons County,3241,1210,600,470,74897000,330,6309000,42.90431825
ND,ND Foster County,Foster County,3210,1510,820,500,116777000,230,11244000,40.13684765
ND,ND Golden Valley County,Golden Valley County,1761,680,430,260,46305000,130,4292000,42.63531983
ND,ND Grand Forks County,Grand Forks County,69451,31610,16080,7050,2256144000,690,254552000,40.66711388
ND,ND Grant County,Grant County,2274,780,380,350,42501000,240,3117000,43.64530916
ND,ND Griggs County,Griggs County,2231,970,470,410,60572000,190,4987000,40.13684765
ND,ND Hettinger County,Hettinger County,2499,1170,690,460,81572000,310,7314000,43.30663083
ND,ND Kidder County,Kidder County,2480,780,460,260,47911000,190,4135000,41.27539269
ND,ND LaMoure County,LaMoure County,4046,1670,850,640,118063000,470,10731000,41.98726829
ND,ND Logan County,Logan County,1850,620,350,260,39675000,190,3231000,40.74972133
ND,ND McHenry County,McHenry County,5745,2400,1350,730,156862000,500,14140000,39.45170737
ND,ND McIntosh County,McIntosh County,2497,1160,540,510,67651000,330,5517000,41.48007877
ND,ND McKenzie County,McKenzie County,15024,5130,3650,780,698153000,410,118397000,43.71813439
ND,ND McLean County,McLean County,9450,4180,2190,1560,304698000,560,29822000,41.09703472
ND,ND Mercer County,Mercer County,8187,3990,2190,1330,314098000,410,33100000,41.55923207
ND,ND Morton County,Morton County,31364,15670,8530,4060,1112084000,1130,115146000,42.17488914
ND,ND Mountrail County,Mountrail County,10545,4380,3130,960,427325000,470,60140000,39.246252
ND,ND Nelson County,Nelson County,2879,1440,600,580,89707000,290,7526000,39.03127983
ND,ND Oliver County,Oliver County,1959,550,370,210,37802000,100,3157000,41.32353043
ND,ND Pembina County,Pembina County,6801,3070,1610,1120,220930000,360,20849000,38.02697843
ND,ND Pierce County,Pierce County,3975,1590,890,570,99510000,270,8767000,39.76268421
ND,ND Ramsey County,Ramsey County,11519,5180,2780,1580,330347000,310,31059000,39.61978783
ND,ND Ransom County,Ransom County,5218,2570,1340,830,167270000,390,14892000,43.14783099
ND,ND Renville County,Renville County,2327,1020,570,310,71439000,160,6499000,39.55082615
ND,ND Richland County,Richland County,16177,7120,3870,2130,487404000,690,47219000,42.86627058
ND,ND Rolette County,Rolette County,14176,4800,4900,1150,233959000,350,16691000,39.02405762
ND,ND Sargent County,Sargent County,3898,1840,880,540,123650000,230,11097000,42.07118887
ND,ND Sheridan County,Sheridan County,1315,270,110,110,13138000,80,866000,41.78411607
ND,ND Sioux County,Sioux County,4230,1050,1300,210,41222000,60,2381000,44.20801786
ND,ND Slope County,Slope County,750,0,0,0,0,0,0,42.88784196
ND,ND Stark County,Stark County,31489,15470,9400,3300,1264220000,960,144601000,43.15530948
ND,ND Steele County,Steele County,1890,710,320,270,50713000,130,4611000,39.302396
ND,ND Stutsman County,Stutsman County,20704,9180,4380,2730,596967000,730,57559000,41.21858819
ND,ND Towner County,Towner County,2189,910,450,320,52903000,180,4409000,39.3318187
ND,ND Traill County,Traill County,8036,3690,2070,1130,261132000,410,24932000,41.06783654
ND,ND Walsh County,Walsh County,10641,5090,2720,1730,326549000,590,29471000,38.47225355
ND,ND Ward County,Ward County,67641,31890,17860,6600,2168992000,1030,225071000,39.83083739
ND,ND Wells County,Wells County,3834,1770,850,700,117451000,320,11223000,41.57391448
ND,ND Williams County,Williams County,37589,17360,11290,2680,1571260000,670,200942000,38.29565618
NE,NE Adams County,Adams County,31363,13770,8430,3820,834007000,420,78254000,50.96763443
NE,NE Antelope County,Antelope County,6298,2500,1450,880,138272000,490,10392000,48.33397897
NE,NE Arthur County,Arthur County,463,130,70,50,4850000,50,207000,48.95491209
NE,NE Banner County,Banner County,745,170,150,60,8971000,60,462000,47.58282927
NE,NE Blaine County,Blaine County,465,120,60,40,5443000,40,349000,50.09972232
NE,NE Boone County,Boone County,5192,2400,1400,890,160915000,520,14056000,48.87940938
NE,NE Box Butte County,Box Butte County,10783,5060,3030,1620,300684000,400,25470000,48.00271125
NE,NE Boyd County,Boyd County,1919,670,360,290,34009000,190,2192000,48.12415121
NE,NE Brown County,Brown County,2955,1290,700,450,65504000,210,4693000,49.97981081
NE,NE Buffalo County,Buffalo County,49659,22250,13610,5550,1521018000,1050,155986000,50.09108469
NE,NE Burt County,Burt County,6459,3030,1810,1100,173909000,350,13335000,48.78907928
NE,NE Butler County,Butler County,8016,3610,2210,1180,213118000,560,17104000,49.97422191
NE,NE Cass County,Cass County,26248,12300,7310,3510,865588000,550,83264000,50.81754974
NE,NE Cedar County,Cedar County,8402,3630,2320,1270,219567000,830,17035000,48.18463781
NE,NE Chase County,Chase County,3924,1670,1170,570,105468000,280,8649000,49.64594495
NE,NE Cherry County,Cherry County,5689,1940,1060,620,103612000,300,7532000,47.5882914
NE,NE Cheyenne County,Cheyenne County,8910,4380,2470,1350,263211000,420,23503000,49.26333234
NE,NE Clay County,Clay County,6203,2830,1810,960,166882000,380,12992000,50.80772047
NE,NE Colfax County,Colfax County,10709,4960,4110,1120,261244000,590,17309000,50.31615524
NE,NE Cuming County,Cuming County,8846,4010,2550,1250,256103000,600,22843000,48.4789271
NE,NE Custer County,Custer County,10777,4820,2940,1530,282698000,990,25205000,48.18778983
NE,NE Dakota County,Dakota County,20026,10240,7790,2000,509047000,230,36979000,48.62796338
NE,NE Dawes County,Dawes County,8589,3190,1710,970,163137000,290,12602000,47.87882568
NE,NE Dawson County,Dawson County,23595,11270,8720,2600,570470000,610,39779000,50.4835731
NE,NE Deuel County,Deuel County,1794,800,440,290,42974000,130,3067000,50.05754273
NE,NE Dixon County,Dixon County,5636,2590,1800,780,147026000,400,11534000,48.72298449
NE,NE Dodge County,Dodge County,36565,17620,10700,5080,1040395000,710,92423000,50.37109244
NE,NE Douglas County,Douglas County,571327,269230,173700,59160,21455246000,770,2701984000,49.54005348
NE,NE Dundy County,Dundy County,1693,610,330,220,38221000,120,3184000,52.20343776
NE,NE Fillmore County,Fillmore County,5462,2600,1410,940,168927000,360,15182000,52.5363504
NE,NE Franklin County,Franklin County,2979,1090,630,390,68619000,220,5968000,50.97709624
NE,NE Frontier County,Frontier County,2627,950,560,320,49821000,180,3257000,51.18648907
NE,NE Furnas County,Furnas County,4676,2200,1360,800,117343000,330,8698000,52.3145175
NE,NE Gage County,Gage County,21513,9640,5380,3000,543824000,870,44044000,52.01477395
NE,NE Garden County,Garden County,1837,780,360,340,34203000,110,2221000,48.76381918
NE,NE Garfield County,Garfield County,1969,890,470,330,44459000,210,3003000,49.03428152
NE,NE Gosper County,Gosper County,1990,820,390,350,60457000,60,6045000,50.25753846
NE,NE Grant County,Grant County,623,280,180,100,14152000,80,844000,49.09988396
NE,NE Greeley County,Greeley County,2356,1040,680,370,50158000,270,2877000,48.20504396
NE,NE Hall County,Hall County,61353,29540,19980,6750,1661583000,600,149112000,50.7388897
NE,NE Hamilton County,Hamilton County,9324,4340,2800,1340,304970000,430,28540000,50.73667277
NE,NE Harlan County,Harlan County,3380,1210,670,450,63339000,160,4441000,51.53266986
NE,NE Hayes County,Hayes County,922,190,110,80,8913000,50,512000,51.37036712
NE,NE Hitchcock County,Hitchcock County,2762,1250,800,440,60941000,210,3694000,52.13413764
NE,NE Holt County,Holt County,10067,4500,2940,1440,248501000,920,19185000,48.4555029
NE,NE Hooker County,Hooker County,682,380,210,150,19073000,110,1243000,49.16844311
NE,NE Howard County,Howard County,6445,2840,1700,860,158054000,410,11310000,49.49059202
NE,NE Jefferson County,Jefferson County,7046,3030,1760,1040,179675000,420,15707000,52.08111911
NE,NE Johnson County,Johnson County,5071,1880,1130,630,97130000,290,6466000,51.42025485
NE,NE Kearney County,Kearney County,6495,2730,1680,790,174854000,330,15767000,51.19722758
NE,NE Keith County,Keith County,8034,3600,1880,1220,204694000,260,17731000,50.69805055
NE,NE Keya Paha County,Keya Paha County,806,250,120,80,11338000,90,700000,48.90755075
NE,NE Kimball County,Kimball County,3632,1560,830,560,87793000,170,7612000,47.22988918
NE,NE Knox County,Knox County,8332,3800,2430,1350,205760000,800,14957000,48.13262481
NE,NE Lancaster County,Lancaster County,319090,144740,83000,34640,9917806000,1510,1059732000,51.1196112
NE,NE Lincoln County,Lincoln County,34914,15680,9350,4430,932545000,750,83901000,49.47239754
NE,NE Logan County,Logan County,748,370,230,120,19485000,110,1162000,48.46038692
NE,NE Loup County,Loup County,664,150,90,50,6019000,40,306000,47.76597253
NE,NE Madison County,Madison County,35099,17870,11300,4610,1092697000,930,99952000,48.61911425
NE,NE McPherson County,McPherson County,494,160,80,50,6959000,60,345000,49.16844311
NE,NE Merrick County,Merrick County,7755,3220,2060,970,187700000,400,15307000,50.1951444
NE,NE Morrill County,Morrill County,4642,2050,1230,630,120281000,260,12413000,50.43704963
NE,NE Nance County,Nance County,3519,1540,930,480,84492000,260,5620000,50.7252337
NE,NE Nemaha County,Nemaha County,6972,2830,1780,920,176772000,220,15245000,44.77359409
